product_id,product_name,description,price,category,rating,tags,popularity_score,brand/manufacturer,release_date,was_price,discount,link,image
116,Red Hoodie,A cozy red hoodie for cold days,$991.68 ,Clothing,3.4,"['Apparel', 'Clothing', 'Fashion']",306,Fashion Brand,1/1/2022,"$1,199.76 ",17.34,http://snyder.com/,https://dummyimage.com/200x200
117,Blue Jeans,Classic blue jeans for everyday wear,$793.92 ,Clothing,1.3,"['Apparel', 'Clothing', 'Casual']",288,Denim Co.,6/15/2021,$943.94 ,15.89,http://www.love-curtis.org/,https://placeimg.com/200/200/any
118,Wooden Desk,Solid wood desk for office or home use,$422.80 ,Furniture,4.3,"['Furniture', 'Office', 'Home']",182,Furniture Co.,8/5/2020,$538.42 ,21.47,https://hunt.info/,https://placekitten.com/200/200
119,1984,A dystopian novel about totalitarianism,$724.55 ,Book,1.9,"['Dystopian', 'Political', 'Science Fiction']",543,Secker & Warburg,6/8/1949,$842.89 ,14.04,http://www.davis.net/,https://placekitten.com/200/200
120,Blue Jeans,Classic blue jeans for everyday wear,$637.63 ,Clothing,4.1,"['Apparel', 'Clothing', 'Casual']",566,Denim Co.,6/15/2021,$743.15 ,14.2,https://www.rice.com/,https://placeimg.com/200/200/any
121,Wooden Desk,Solid wood desk for office or home use,$836.08 ,Furniture,1.9,"['Furniture', 'Office', 'Home']",971,Furniture Co.,8/5/2020,$917.99 ,8.92,http://braun.com/,https://placekitten.com/200/200
122,Sparkling Water,Refreshing and fizzy mineral water,$713.51 ,Food,2.8,"['Drink', 'Water', 'Beverage']",243,Beverage Co.,2/15/2021,$753.63 ,5.32,https://www.hampton.net/,https://placeimg.com/200/200/any
123,1984,A dystopian novel about totalitarianism,$414.40 ,Book,2.3,"['Dystopian', 'Political', 'Science Fiction']",988,Secker & Warburg,6/8/1949,$460.70 ,10.05,http://medina.org/,https://dummyimage.com/200x200
124,1984,A dystopian novel about totalitarianism,$438.18 ,Book,4.2,"['Dystopian', 'Political', 'Science Fiction']",162,Secker & Warburg,6/8/1949,$500.14 ,12.39,https://www.ferrell-gutierrez.com/,https://dummyimage.com/200x200
125,Smartphone X,Latest model with cutting-edge features,$274.05 ,Electronics,4.4,"['Gadget', 'Smartphone', 'Tech']",88,Tech Corp,9/20/2021,$280.58 ,2.33,https://kirk.com/,https://www.lorempixel.com/200/200
126,Blue Jeans,Classic blue jeans for everyday wear,$340.88 ,Clothing,1.5,"['Apparel', 'Clothing', 'Casual']",123,Denim Co.,6/15/2021,$364.41 ,6.46,http://dawson.org/,https://www.lorempixel.com/200/200
127,Organic Almonds,Crunchy and nutritious organic almonds,$718.30 ,Food,2.1,"['Food', 'Organic', 'Snack']",3,Nature's Best,1/10/2022,$826.49 ,13.09,http://www.griffin.org/,https://dummyimage.com/200x200
128,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$793.65 ,Book,4,"['Classic', 'Drama', 'Historical']",402,J.B. Lippincott & Co.,7/11/1960,$823.91 ,3.67,https://cole-carney.org/,https://placeimg.com/200/200/any
129,Wireless Earbuds,High-quality sound in a compact design,$543.33 ,Electronics,4.9,"['Audio', 'Electronics', 'Wireless']",987,Audio Masters,12/1/2021,$653.57 ,16.87,https://www.wang-wilson.com/,https://dummyimage.com/200x200
130,Inception,A mind-bending thriller by Christopher Nolan,$884.67 ,Movie,1.6,"['Thriller', 'Sci-Fi', 'Action']",696,Warner Bros,7/16/2010,"$1,085.08 ",18.47,https://www.lee.org/,https://dummyimage.com/200x200
131,Inception,A mind-bending thriller by Christopher Nolan,$161.33 ,Movie,2.8,"['Thriller', 'Sci-Fi', 'Action']",73,Warner Bros,7/16/2010,$191.17 ,15.61,https://www.anderson.com/,https://placeimg.com/200/200/any
132,Inception,A mind-bending thriller by Christopher Nolan,$734.98 ,Movie,4.4,"['Thriller', 'Sci-Fi', 'Action']",744,Warner Bros,7/16/2010,$893.14 ,17.71,http://hartman-cook.org/,https://dummyimage.com/200x200
133,Sparkling Water,Refreshing and fizzy mineral water,$289.72 ,Food,2.6,"['Drink', 'Water', 'Beverage']",942,Beverage Co.,2/15/2021,$342.14 ,15.32,http://wyatt-smith.com/,https://placekitten.com/200/200
134,Organic Almonds,Crunchy and nutritious organic almonds,$678.79 ,Food,2.8,"['Food', 'Organic', 'Snack']",268,Nature's Best,1/10/2022,$758.27 ,10.48,http://morse.biz/,https://dummyimage.com/200x200
135,1984,A dystopian novel about totalitarianism,$525.66 ,Book,1.2,"['Dystopian', 'Political', 'Science Fiction']",730,Secker & Warburg,6/8/1949,$673.85 ,21.99,https://www.turner-bailey.info/,https://dummyimage.com/200x200
136,Wireless Earbuds,High-quality sound in a compact design,$757.27 ,Electronics,2.8,"['Audio', 'Electronics', 'Wireless']",496,Audio Masters,12/1/2021,$870.70 ,13.03,http://www.smith.com/,https://www.lorempixel.com/200/200
137,Wooden Desk,Solid wood desk for office or home use,$647.03 ,Furniture,1.1,"['Furniture', 'Office', 'Home']",88,Furniture Co.,8/5/2020,$750.51 ,13.79,http://www.garcia-watson.com/,https://placeimg.com/200/200/any
138,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$669.08 ,Book,2.6,"['Classic', 'Drama', 'Historical']",674,J.B. Lippincott & Co.,7/11/1960,$833.29 ,19.71,http://gutierrez.com/,https://placekitten.com/200/200
139,Smartphone X,Latest model with cutting-edge features,$785.42 ,Electronics,4,"['Gadget', 'Smartphone', 'Tech']",506,Tech Corp,9/20/2021,$986.93 ,20.42,http://www.smith-myers.com/,https://placekitten.com/200/200
140,Modern Sofa,A comfortable modern sofa for living rooms,$212.65 ,Furniture,4.9,"['Furniture', 'Home', 'Living Room']",186,HomeStyle,3/10/2021,$263.10 ,19.18,http://miles.com/,https://www.lorempixel.com/200/200
141,Wooden Desk,Solid wood desk for office or home use,$417.81 ,Furniture,3.6,"['Furniture', 'Office', 'Home']",44,Furniture Co.,8/5/2020,$475.87 ,12.2,http://stuart.com/,https://dummyimage.com/200x200
142,The Matrix,A hacker discovers a shocking truth about reality,$37.17 ,Movie,2.3,"['Action', 'Sci-Fi', 'Thriller']",189,Warner Bros,3/31/1999,$42.16 ,11.84,http://www.brewer.org/,https://placekitten.com/200/200
143,Modern Sofa,A comfortable modern sofa for living rooms,$5.69 ,Furniture,2.9,"['Furniture', 'Home', 'Living Room']",830,HomeStyle,3/10/2021,$6.38 ,10.82,https://rios-lawrence.com/,https://dummyimage.com/200x200
144,1984,A dystopian novel about totalitarianism,$607.85 ,Book,2.9,"['Dystopian', 'Political', 'Science Fiction']",321,Secker & Warburg,6/8/1949,$783.75 ,22.44,http://www.hamilton.com/,https://placeimg.com/200/200/any
145,1984,A dystopian novel about totalitarianism,$565.99 ,Book,1.6,"['Dystopian', 'Political', 'Science Fiction']",47,Secker & Warburg,6/8/1949,$699.62 ,19.1,https://simon.com/,https://placeimg.com/200/200/any
146,1984,A dystopian novel about totalitarianism,$952.53 ,Book,1.5,"['Dystopian', 'Political', 'Science Fiction']",424,Secker & Warburg,6/8/1949,"$1,221.70 ",22.03,http://www.martinez-robertson.net/,https://www.lorempixel.com/200/200
147,Inception,A mind-bending thriller by Christopher Nolan,$478.99 ,Movie,1.3,"['Thriller', 'Sci-Fi', 'Action']",860,Warner Bros,7/16/2010,$532.74 ,10.09,http://tucker.com/,https://dummyimage.com/200x200
148,1984,A dystopian novel about totalitarianism,$210.73 ,Book,3.9,"['Dystopian', 'Political', 'Science Fiction']",66,Secker & Warburg,6/8/1949,$213.90 ,1.48,http://nicholson-wright.info/,https://dummyimage.com/200x200
149,1984,A dystopian novel about totalitarianism,$81.52 ,Book,4.7,"['Dystopian', 'Political', 'Science Fiction']",980,Secker & Warburg,6/8/1949,$97.85 ,16.69,https://wright.com/,https://placekitten.com/200/200
150,Red Hoodie,A cozy red hoodie for cold days,$110.13 ,Clothing,1.5,"['Apparel', 'Clothing', 'Fashion']",731,Fashion Brand,1/1/2022,$124.30 ,11.4,http://www.morgan.com/,https://placeimg.com/200/200/any
151,Sparkling Water,Refreshing and fizzy mineral water,$408.41 ,Food,3.8,"['Drink', 'Water', 'Beverage']",125,Beverage Co.,2/15/2021,$514.48 ,20.62,https://thompson-marshall.com/,https://placeimg.com/200/200/any
152,Red Hoodie,A cozy red hoodie for cold days,$941.59 ,Clothing,3.7,"['Apparel', 'Clothing', 'Fashion']",99,Fashion Brand,1/1/2022,"$1,143.43 ",17.65,http://ross-smith.net/,https://dummyimage.com/200x200
153,The Matrix,A hacker discovers a shocking truth about reality,$894.54 ,Movie,3.5,"['Action', 'Sci-Fi', 'Thriller']",337,Warner Bros,3/31/1999,$906.64 ,1.33,http://carey.com/,https://placekitten.com/200/200
154,Smartphone X,Latest model with cutting-edge features,$69.86 ,Electronics,1.3,"['Gadget', 'Smartphone', 'Tech']",999,Tech Corp,9/20/2021,$78.38 ,10.87,http://www.porter.com/,https://www.lorempixel.com/200/200
155,Blue Jeans,Classic blue jeans for everyday wear,$169.15 ,Clothing,2.5,"['Apparel', 'Clothing', 'Casual']",299,Denim Co.,6/15/2021,$191.06 ,11.47,https://www.stanton-colon.biz/,https://www.lorempixel.com/200/200
156,Wireless Earbuds,High-quality sound in a compact design,$475.09 ,Electronics,3.4,"['Audio', 'Electronics', 'Wireless']",359,Audio Masters,12/1/2021,$481.57 ,1.35,https://ross.com/,https://placekitten.com/200/200
157,Red Hoodie,A cozy red hoodie for cold days,$659.48 ,Clothing,4.2,"['Apparel', 'Clothing', 'Fashion']",567,Fashion Brand,1/1/2022,$677.01 ,2.59,https://www.johnson.com/,https://placeimg.com/200/200/any
158,Smartphone X,Latest model with cutting-edge features,$970.74 ,Electronics,4.5,"['Gadget', 'Smartphone', 'Tech']",359,Tech Corp,9/20/2021,"$1,041.20 ",6.77,https://quinn.com/,https://www.lorempixel.com/200/200
159,Wooden Desk,Solid wood desk for office or home use,$900.89 ,Furniture,2,"['Furniture', 'Office', 'Home']",588,Furniture Co.,8/5/2020,"$1,091.89 ",17.49,https://www.anderson-jones.com/,https://www.lorempixel.com/200/200
160,Blue Jeans,Classic blue jeans for everyday wear,$756.74 ,Clothing,2.2,"['Apparel', 'Clothing', 'Casual']",800,Denim Co.,6/15/2021,$961.40 ,21.29,https://www.barnes.com/,https://www.lorempixel.com/200/200
161,1984,A dystopian novel about totalitarianism,$817.32 ,Book,4.6,"['Dystopian', 'Political', 'Science Fiction']",985,Secker & Warburg,6/8/1949,$981.05 ,16.69,http://fitzgerald-acosta.info/,https://placekitten.com/200/200
162,Smartphone X,Latest model with cutting-edge features,$298.37 ,Electronics,4.9,"['Gadget', 'Smartphone', 'Tech']",941,Tech Corp,9/20/2021,$371.90 ,19.77,https://www.lee-lynch.com/,https://placeimg.com/200/200/any
163,The Matrix,A hacker discovers a shocking truth about reality,$182.68 ,Movie,2.7,"['Action', 'Sci-Fi', 'Thriller']",841,Warner Bros,3/31/1999,$185.65 ,1.6,http://tate-miles.com/,https://placeimg.com/200/200/any
164,Inception,A mind-bending thriller by Christopher Nolan,$979.90 ,Movie,2,"['Thriller', 'Sci-Fi', 'Action']",594,Warner Bros,7/16/2010,"$1,021.22 ",4.05,https://perez-davis.com/,https://dummyimage.com/200x200
165,Sparkling Water,Refreshing and fizzy mineral water,$371.70 ,Food,3.3,"['Drink', 'Water', 'Beverage']",177,Beverage Co.,2/15/2021,$380.04 ,2.19,http://martinez-cruz.com/,https://placeimg.com/200/200/any
166,The Matrix,A hacker discovers a shocking truth about reality,$555.77 ,Movie,3.6,"['Action', 'Sci-Fi', 'Thriller']",729,Warner Bros,3/31/1999,$558.82 ,0.55,http://www.torres.com/,https://placeimg.com/200/200/any
167,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$362.14 ,Book,2.7,"['Classic', 'Drama', 'Historical']",778,J.B. Lippincott & Co.,7/11/1960,$409.03 ,11.46,http://bowen.info/,https://placekitten.com/200/200
168,Sparkling Water,Refreshing and fizzy mineral water,$366.97 ,Food,4.9,"['Drink', 'Water', 'Beverage']",471,Beverage Co.,2/15/2021,$434.69 ,15.58,https://www.huerta.com/,https://dummyimage.com/200x200
169,Wireless Earbuds,High-quality sound in a compact design,$702.15 ,Electronics,4.2,"['Audio', 'Electronics', 'Wireless']",7,Audio Masters,12/1/2021,$760.86 ,7.72,https://www.hughes.com/,https://www.lorempixel.com/200/200
170,Inception,A mind-bending thriller by Christopher Nolan,$700.68 ,Movie,2.9,"['Thriller', 'Sci-Fi', 'Action']",77,Warner Bros,7/16/2010,$789.52 ,11.25,https://carter.org/,https://dummyimage.com/200x200
171,1984,A dystopian novel about totalitarianism,$269.71 ,Book,2.5,"['Dystopian', 'Political', 'Science Fiction']",619,Secker & Warburg,6/8/1949,$287.81 ,6.29,https://ray.com/,https://dummyimage.com/200x200
172,Inception,A mind-bending thriller by Christopher Nolan,$791.65 ,Movie,4.5,"['Thriller', 'Sci-Fi', 'Action']",954,Warner Bros,7/16/2010,$873.83 ,9.4,http://www.alvarez.net/,https://dummyimage.com/200x200
173,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$386.92 ,Book,3.1,"['Classic', 'Drama', 'Historical']",395,J.B. Lippincott & Co.,7/11/1960,$436.27 ,11.31,https://www.taylor.com/,https://placekitten.com/200/200
174,Modern Sofa,A comfortable modern sofa for living rooms,$468.01 ,Furniture,3.3,"['Furniture', 'Home', 'Living Room']",15,HomeStyle,3/10/2021,$578.32 ,19.07,http://bond-chen.com/,https://dummyimage.com/200x200
175,Red Hoodie,A cozy red hoodie for cold days,$946.13 ,Clothing,4.4,"['Apparel', 'Clothing', 'Fashion']",688,Fashion Brand,1/1/2022,"$1,120.01 ",15.52,http://www.moore-murphy.com/,https://placekitten.com/200/200
176,Inception,A mind-bending thriller by Christopher Nolan,$868.13 ,Movie,3.6,"['Thriller', 'Sci-Fi', 'Action']",988,Warner Bros,7/16/2010,$878.59 ,1.19,https://pierce.net/,https://placeimg.com/200/200/any
177,1984,A dystopian novel about totalitarianism,$376.10 ,Book,1,"['Dystopian', 'Political', 'Science Fiction']",209,Secker & Warburg,6/8/1949,$456.67 ,17.64,https://grant-hodges.com/,https://placeimg.com/200/200/any
178,Wireless Earbuds,High-quality sound in a compact design,$227.54 ,Electronics,3.9,"['Audio', 'Electronics', 'Wireless']",315,Audio Masters,12/1/2021,$284.07 ,19.9,https://www.obrien-watson.biz/,https://placeimg.com/200/200/any
179,Blue Jeans,Classic blue jeans for everyday wear,$561.23 ,Clothing,4.3,"['Apparel', 'Clothing', 'Casual']",619,Denim Co.,6/15/2021,$601.83 ,6.75,https://www.reed-villa.com/,https://dummyimage.com/200x200
180,Organic Almonds,Crunchy and nutritious organic almonds,$480.14 ,Food,3.3,"['Food', 'Organic', 'Snack']",714,Nature's Best,1/10/2022,$568.22 ,15.5,http://www.johnson.com/,https://dummyimage.com/200x200
181,Blue Jeans,Classic blue jeans for everyday wear,$294.77 ,Clothing,4.4,"['Apparel', 'Clothing', 'Casual']",265,Denim Co.,6/15/2021,$335.54 ,12.15,http://smith.biz/,https://placekitten.com/200/200
182,Smartphone X,Latest model with cutting-edge features,$486.97 ,Electronics,2.7,"['Gadget', 'Smartphone', 'Tech']",583,Tech Corp,9/20/2021,$524.42 ,7.14,http://www.williams-evans.org/,https://placekitten.com/200/200
183,Organic Almonds,Crunchy and nutritious organic almonds,$832.12 ,Food,3,"['Food', 'Organic', 'Snack']",783,Nature's Best,1/10/2022,$882.80 ,5.74,https://www.wolf.com/,https://placekitten.com/200/200
184,Blue Jeans,Classic blue jeans for everyday wear,$901.34 ,Clothing,3.2,"['Apparel', 'Clothing', 'Casual']",63,Denim Co.,6/15/2021,"$1,036.48 ",13.04,https://www.reed-walsh.com/,https://placeimg.com/200/200/any
185,Smartphone X,Latest model with cutting-edge features,$897.65 ,Electronics,3.3,"['Gadget', 'Smartphone', 'Tech']",258,Tech Corp,9/20/2021,"$1,072.70 ",16.32,http://gonzalez.com/,https://placeimg.com/200/200/any
186,Sparkling Water,Refreshing and fizzy mineral water,$702.91 ,Food,4.9,"['Drink', 'Water', 'Beverage']",276,Beverage Co.,2/15/2021,$868.72 ,19.09,https://yates.com/,https://placekitten.com/200/200
187,Blue Jeans,Classic blue jeans for everyday wear,$29.96 ,Clothing,2,"['Apparel', 'Clothing', 'Casual']",511,Denim Co.,6/15/2021,$30.53 ,1.87,http://www.robinson.com/,https://placekitten.com/200/200
188,Blue Jeans,Classic blue jeans for everyday wear,$762.67 ,Clothing,2.5,"['Apparel', 'Clothing', 'Casual']",346,Denim Co.,6/15/2021,$946.34 ,19.41,https://www.davis.org/,https://placeimg.com/200/200/any
189,Smartphone X,Latest model with cutting-edge features,$45.32 ,Electronics,2.4,"['Gadget', 'Smartphone', 'Tech']",226,Tech Corp,9/20/2021,$53.59 ,15.43,https://www.phillips.biz/,https://placeimg.com/200/200/any
190,Red Hoodie,A cozy red hoodie for cold days,$22.71 ,Clothing,1.3,"['Apparel', 'Clothing', 'Fashion']",331,Fashion Brand,1/1/2022,$23.47 ,3.24,https://www.yang.com/,https://placekitten.com/200/200
191,Inception,A mind-bending thriller by Christopher Nolan,$585.17 ,Movie,4.6,"['Thriller', 'Sci-Fi', 'Action']",939,Warner Bros,7/16/2010,$634.97 ,7.84,http://www.mahoney.com/,https://placeimg.com/200/200/any
192,Organic Almonds,Crunchy and nutritious organic almonds,$77.06 ,Food,3.6,"['Food', 'Organic', 'Snack']",729,Nature's Best,1/10/2022,$84.69 ,9.01,http://www.wheeler-ortiz.com/,https://placeimg.com/200/200/any
193,The Matrix,A hacker discovers a shocking truth about reality,$819.20 ,Movie,4.7,"['Action', 'Sci-Fi', 'Thriller']",232,Warner Bros,3/31/1999,$999.99 ,18.08,http://johnston.com/,https://www.lorempixel.com/200/200
194,Red Hoodie,A cozy red hoodie for cold days,$27.36 ,Clothing,1.7,"['Apparel', 'Clothing', 'Fashion']",996,Fashion Brand,1/1/2022,$35.54 ,23.02,https://www.schwartz.com/,https://placekitten.com/200/200
195,Red Hoodie,A cozy red hoodie for cold days,$191.48 ,Clothing,1.4,"['Apparel', 'Clothing', 'Fashion']",935,Fashion Brand,1/1/2022,$223.90 ,14.48,https://www.boyd.com/,https://placeimg.com/200/200/any
196,Wireless Earbuds,High-quality sound in a compact design,$748.50 ,Electronics,3.4,"['Audio', 'Electronics', 'Wireless']",100,Audio Masters,12/1/2021,$898.11 ,16.66,https://www.martin.com/,https://placeimg.com/200/200/any
197,Blue Jeans,Classic blue jeans for everyday wear,$718.03 ,Clothing,1.7,"['Apparel', 'Clothing', 'Casual']",83,Denim Co.,6/15/2021,$785.11 ,8.54,https://www.green-castro.info/,https://www.lorempixel.com/200/200
198,Smartphone X,Latest model with cutting-edge features,$37.01 ,Electronics,2.3,"['Gadget', 'Smartphone', 'Tech']",881,Tech Corp,9/20/2021,$46.51 ,20.43,https://cox.com/,https://placeimg.com/200/200/any
199,Wooden Desk,Solid wood desk for office or home use,$386.16 ,Furniture,4.9,"['Furniture', 'Office', 'Home']",634,Furniture Co.,8/5/2020,$448.89 ,13.97,https://cummings-lynch.com/,https://placekitten.com/200/200
200,Modern Sofa,A comfortable modern sofa for living rooms,$88.93 ,Furniture,3,"['Furniture', 'Home', 'Living Room']",419,HomeStyle,3/10/2021,$93.15 ,4.53,http://page.com/,https://dummyimage.com/200x200
201,Sparkling Water,Refreshing and fizzy mineral water,$207.55 ,Food,4.6,"['Drink', 'Water', 'Beverage']",875,Beverage Co.,2/15/2021,$216.53 ,4.15,https://www.stewart-hamilton.com/,https://dummyimage.com/200x200
202,Sparkling Water,Refreshing and fizzy mineral water,$689.47 ,Food,3.1,"['Drink', 'Water', 'Beverage']",373,Beverage Co.,2/15/2021,$864.08 ,20.21,https://lawrence-campbell.com/,https://dummyimage.com/200x200
203,Blue Jeans,Classic blue jeans for everyday wear,$73.38 ,Clothing,1.9,"['Apparel', 'Clothing', 'Casual']",687,Denim Co.,6/15/2021,$88.43 ,17.02,http://martinez.com/,https://placeimg.com/200/200/any
204,Sparkling Water,Refreshing and fizzy mineral water,$86.13 ,Food,2.7,"['Drink', 'Water', 'Beverage']",989,Beverage Co.,2/15/2021,$95.88 ,10.17,https://hayes.com/,https://placeimg.com/200/200/any
205,Sparkling Water,Refreshing and fizzy mineral water,$133.39 ,Food,1.7,"['Drink', 'Water', 'Beverage']",785,Beverage Co.,2/15/2021,$137.69 ,3.12,https://www.smith-nelson.biz/,https://placeimg.com/200/200/any
206,Sparkling Water,Refreshing and fizzy mineral water,$139.42 ,Food,2,"['Drink', 'Water', 'Beverage']",652,Beverage Co.,2/15/2021,$145.87 ,4.42,http://brooks-randall.com/,https://placeimg.com/200/200/any
207,Blue Jeans,Classic blue jeans for everyday wear,$959.42 ,Clothing,1.7,"['Apparel', 'Clothing', 'Casual']",434,Denim Co.,6/15/2021,"$1,132.10 ",15.25,http://drake-moody.biz/,https://placeimg.com/200/200/any
208,Inception,A mind-bending thriller by Christopher Nolan,$931.62 ,Movie,3.7,"['Thriller', 'Sci-Fi', 'Action']",605,Warner Bros,7/16/2010,"$1,049.71 ",11.25,https://www.herrera.com/,https://placeimg.com/200/200/any
209,Smartphone X,Latest model with cutting-edge features,$143.72 ,Electronics,1.8,"['Gadget', 'Smartphone', 'Tech']",443,Tech Corp,9/20/2021,$174.45 ,17.62,https://www.smith.biz/,https://www.lorempixel.com/200/200
210,Wooden Desk,Solid wood desk for office or home use,$936.74 ,Furniture,2,"['Furniture', 'Office', 'Home']",110,Furniture Co.,8/5/2020,"$1,199.96 ",21.94,http://porter-richards.com/,https://placeimg.com/200/200/any
211,To Kill a Mockingbird,A novel about racial injustice in the Deep South,$418.92 ,Book,1.9,"['Classic', 'Drama', 'Historical']",618,J.B. Lippincott & Co.,7/11/1960,$431.36 ,2.88,http://www.miller-morris.com/,https://placeimg.com/200/200/any
212,The Matrix,A hacker discovers a shocking truth about reality,$815.29 ,Movie,1.2,"['Action', 'Sci-Fi', 'Thriller']",249,Warner Bros,3/31/1999,$880.68 ,7.42,https://www.stevens.com/,https://dummyimage.com/200x200
213,Red Hoodie,A cozy red hoodie for cold days,$646.40 ,Clothing,3.9,"['Apparel', 'Clothing', 'Fashion']",364,Fashion Brand,1/1/2022,$828.04 ,21.94,https://thomas.org/,https://dummyimage.com/200x200
214,Organic Almonds,Crunchy and nutritious organic almonds,$744.31 ,Food,4.3,"['Food', 'Organic', 'Snack']",514,Nature's Best,1/10/2022,$829.63 ,10.28,http://www.austin.com/,https://www.lorempixel.com/200/200
215,Wireless Earbuds,High-quality sound in a compact design,$108.12 ,Electronics,4.2,"['Audio', 'Electronics', 'Wireless']",190,Audio Masters,12/1/2021,$124.83 ,13.39,http://www.thomas.com/,https://dummyimage.com/200x200
216,Inception,A mind-bending thriller by Christopher Nolan,$402.64 ,Movie,1,"['Thriller', 'Sci-Fi', 'Action']",563,Warner Bros,7/16/2010,$468.80 ,14.11,https://armstrong-garner.org/,https://www.lorempixel.com/200/200
217,Blue Jeans,Classic blue jeans for everyday wear,$299.80 ,Clothing,4.7,"['Apparel', 'Clothing', 'Casual']",106,Denim Co.,6/15/2021,$345.45 ,13.21,http://villarreal.com/,https://www.lorempixel.com/200/200
218,Red Hoodie,A cozy red hoodie for cold days,$274.32 ,Clothing,1.2,"['Apparel', 'Clothing', 'Fashion']",438,Fashion Brand,1/1/2022,$303.75 ,9.69,https://henderson-freeman.biz/,https://www.lorempixel.com/200/200
219,Smartphone X,Latest model with cutting-edge features,$342.18 ,Electronics,3.9,"['Gadget', 'Smartphone', 'Tech']",175,Tech Corp,9/20/2021,$439.81 ,22.2,https://gray-mcdonald.com/,https://www.lorempixel.com/200/200
220,Blue Jeans,Classic blue jeans for everyday wear,$212.45 ,Clothing,4.4,"['Apparel', 'Clothing', 'Casual']",895,Denim Co.,6/15/2021,$258.52 ,17.82,http://www.jones.com/,https://placeimg.com/200/200/any
221,Sparkling Water,Refreshing and fizzy mineral water,$344.90 ,Food,2.4,"['Drink', 'Water', 'Beverage']",415,Beverage Co.,2/15/2021,$361.14 ,4.5,http://www.choi-torres.com/,https://placekitten.com/200/200
